Probe ID,Gene ID,Gene Symbol,bmdl,bmd,bmdu,Unadjusted P-Value,Adjusted P-Value,Max Fold Change,Max Fold Change Unsigned,FC Dose Level 1,FC Dose Level 2,FC Dose Level 3,FC Dose Level 4,FC Dose Level 5,FC Dose Level 6,FC Dose Level 7
PROS1_5451,5627,pros1,23.88564193,25.96576185,28.64902787,1.75E-08,3.51E-07,-1.6774505,1.6774505,1.0192566,1.1140103,-1.0307711,1.0539125,-1.1075723,-1.1119416,-1.6774505
PSAT1_10692,29968,psat1,9.020453919,10.44827514,12.58901731,1.86E-05,0.000159235,2.8042448,2.8042448,1.3250501,1.1568874,1.2097374,1.0857503,1.1642385,1.5838639,2.8042448
PSENEN_5496,55851,psenen,11.39742293,14.31488136,21.85313012,0.002324376,0.010495701,2.1456087,2.1456087,1.2719042,1.1744701,1.078141,-1.1994182,1.7797917,1.1168281,2.1456087
PSMA1_16796,5682,psma1,21.00201024,35.12703169,182.3670905,0.003592942,0.015266959,-1.7346182,1.7346182,-1.2175257,-1.7346182,-1.541312,-1.6091548,-1.2498975,-1.6612056,1.1907438
PSMA4_10918,5685,psma4,20.24296175,21.34629445,22.92790122,7.41E-06,6.90E-05,1.7686411,1.7686411,1.0073432,1.0081779,-1.0202144,-1.0325347,-1.0825855,1.075214,1.7686411
PSMD8_16404,5714,psmd8,19.1118259,22.59592656,28.14165728,0.00018119,0.001220371,1.7198375,1.7198375,1.0724094,1.0392749,-1.0017083,-1.0236012,1.2523894,1.1973808,1.7198375
PTGFR_5569,5737,ptgfr,13.14250353,14.73636146,17.27621512,0.00033168,0.002093243,-2.323271,2.323271,1.011757,-1.0881444,1.0896168,1.0559704,-1.5378811,-1.0825318,-2.323271
RAB11FIP2_5656,22841,rab11fip2,15.3042501,19.21679133,27.81209918,0.002897788,0.012796567,1.7087995,1.7087995,1.3314477,-1.1755842,1.0317433,1.050437,1.1933954,1.1108758,1.7087995
RAB6C_19175,150786,rab6d;rab6c,4.148759908,8.744315611,66.23295581,0.014231009,0.046650936,-2.4874034,2.4874034,-1.2109432,-1.3492476,-1.9884771,-1.6794527,-2.4874034,-1.9247228,-1.1433071
RAD50_12781,,rad50,19.02264476,21.114676,24.3791479,3.16E-05,0.000256846,1.8272266,1.8272266,1.1940768,1.0564724,1.0432671,1.0147256,-1.0600961,1.1476265,1.8272266
RALA_5719,5898,rala,14.86514006,18.08128223,24.71283829,0.006938813,0.025927545,1.7686803,1.7686803,1.1220438,-1.041885,1.1222023,-1.1442692,1.2357203,1.1111612,1.7686803
RAN_5725,,ran,20.83271452,24.39987032,30.15666519,5.21E-05,0.000403183,1.8744935,1.8744935,1.1565781,1.0397525,-1.0282389,1.0094103,1.3048849,1.1586618,1.8744935
RFX5_5817,5993,rfx5,19.73745176,25.75987551,39.7952981,0.000756925,0.004242485,-1.5687804,1.5687804,1.0421736,-1.1910295,-1.3210034,1.0560302,-1.3816361,-1.2169203,-1.5687804
RNASE4_25972,6038,rnase4,22.52195895,25.22276034,28.95291816,1.90E-06,2.19E-05,-1.8577982,1.8577982,-1.0462575,-1.0331916,1.1044629,-1.0848428,-1.1296327,-1.1959126,-1.8577982
RNASE6_10652,6039,rnase6,5.657020572,7.515464722,11.39537897,0.000200148,0.001320315,-4.2539225,4.2539225,-1.4575571,-1.5180994,-1.4395711,-1.5238323,2.1094224,-4.2539225,-2.390503
RNPS1_5895,10921,rnps1,20.88998724,25.6081216,36.78746132,0.002110205,0.009720285,1.5038689,1.5038689,-1.0249002,-1.3313704,1.0963113,-1.06319,-1.1709285,-1.0067627,1.5038689
RPL11_5914,6135,rpl11,30.85938233,35.03238751,40.77221168,2.49E-07,3.84E-06,1.6952763,1.6952763,1.1597614,1.1009916,1.0089699,1.1287392,1.106234,1.2954404,1.6952763
RPL13A_5916,23521,rpl13a,14.73582652,17.17516913,21.09198359,0.000118693,0.000849395,1.8561466,1.8561466,1.0026811,1.0808525,-1.1553104,1.0986106,-1.0871224,1.2071105,1.8561466
RPL15_14976,,rpl15,20.86156179,23.11362383,26.07963546,4.55E-08,8.49E-07,1.8877366,1.8877366,1.081446,1.0405294,-1.0377989,1.0812652,1.0854015,1.4158767,1.8877366
RPL17_5919,,rpl17,20.99942924,26.83987711,38.77908568,0.001384118,0.006977172,1.6256196,1.6256196,1.0235487,1.3549119,1.0841961,1.0088459,1.2218348,1.2522272,1.6256196
RPL19_5921,,rpl19,24.30918995,26.09472252,28.29405856,7.34E-12,3.68E-10,1.9082195,1.9082195,1.0751877,1.0693988,1.0327299,1.066548,1.0984603,1.2731017,1.9082195
RPL24_5926,,rpl24,29.48417999,35.29767296,44.81297408,0.000558786,0.003269103,1.5779792,1.5779792,1.1289339,1.111738,-1.001597,1.0923532,1.0120995,1.2479392,1.5779792
RPL26_5927,,rpl26,19.53243189,20.42902131,21.53178264,9.91E-09,2.14E-07,2.114858,2.114858,1.0615709,1.1562402,1.0249712,1.094445,1.0339218,1.1649055,2.114858
RPL28_12205,,rpl28,20.31198711,21.62782173,23.25347864,1.06E-13,9.39E-12,2.1248856,2.1248856,1.1234578,1.0707746,1.0308856,1.0789976,1.0983318,1.3369154,2.1248856
RPL29_12206,,rpl29,18.47212711,19.88338314,21.62511773,8.17E-11,2.79E-09,2.184328,2.184328,1.1656712,1.0562943,1.0160854,1.0939951,1.0481293,1.3015432,2.184328
RPL3_5932,,rpl3,27.0685192,30.77375253,35.7477729,1.20E-07,2.10E-06,1.7835269,1.7835269,1.1620598,1.1618478,1.0071508,1.137721,1.0179073,1.3970778,1.7835269
RPL32_27803,,rpl32,17.3838824,19.61214271,22.65174367,7.12E-07,9.59E-06,2.0710819,2.0710819,1.1028235,1.0589839,-1.0175143,1.1064366,1.1028396,1.306911,2.0710819
RPL35_21373,,rpl35,18.52827746,20.07372918,22.05329246,3.42E-12,1.89E-10,2.1475513,2.1475513,1.1715243,1.1947314,-1.0615786,1.0705799,1.085497,1.3464015,2.1475513
RPL36_5938,25873,rpl36,16.43376199,18.37256683,21.01631766,6.53E-07,8.94E-06,1.9483677,1.9483677,1.0878689,-1.0181495,-1.0241796,-1.0365539,1.0679314,1.2767104,1.9483677
RPL4_5948,,rpl4,23.06426241,25.97183445,30.19061824,1.11E-07,1.96E-06,1.9611615,1.9611615,1.1537596,1.1598274,-1.0105405,1.1594448,1.119955,1.4507132,1.9611615
RPL6_5953,6128,rpl6,19.35150848,22.17813769,26.50540986,2.30E-05,0.000192078,1.8263669,1.8263669,1.1215329,1.0945998,-1.0421292,-1.010771,1.0721153,1.2138833,1.8263669
RPL7A_5954,6130,rpl7a,20.27253763,22.60802519,25.67264081,7.99E-09,1.87E-07,1.8017867,1.8017867,1.0934601,1.1639633,-1.0460597,1.1564826,1.0545279,1.3057245,1.8017867
RPL8_5955,,rpl8,20.11301593,22.17281101,24.77360639,2.03E-10,6.04E-09,1.9587646,1.9587646,1.0844011,1.1099609,1.0111586,1.2340559,1.0516994,1.3608478,1.9587646
RPL9_5956,6133,rpl9,22.5300069,25.14214496,28.63895234,2.38E-07,3.70E-06,1.8244411,1.8244411,1.0842707,1.0899096,1.0000172,1.0394577,1.0428203,1.2594953,1.8244411
RPLP0_20556,,rplp0,18.82184501,20.90715611,23.54801063,3.29E-09,8.00E-08,2.0681787,2.0681787,1.1960763,1.0951751,1.0140872,1.1741323,1.0997769,1.372384,2.0681787
RPLP0_5959,,rplp0,18.14441404,19.77633231,21.98244687,5.45E-07,7.60E-06,2.1424212,2.1424212,1.103544,1.0461338,1.0103382,1.0389171,1.04289,1.200132,2.1424212
RPP40_27808,10799,rpp40,6.235893464,7.711110672,10.37880399,0.00136413,0.00691994,2.5128245,2.5128245,1.0096929,1.2799435,-1.008989,1.083402,1.4519656,1.6449457,2.5128245
RPS13_5977,,rps13,19.76140907,20.22269414,20.8229159,1.49E-06,1.78E-05,1.8885553,1.8885553,-1.0039661,-1.0361037,1.0475849,-1.0070442,-1.121086,1.0146242,1.8885553
RPS18_5982,,rps18,17.08589412,19.0004778,21.52633733,3.11E-09,7.68E-08,2.218546,2.218546,1.1951792,1.1687227,-1.0115169,1.1439334,1.1734829,1.4544733,2.218546
RPS2_5983,6187,rps2,17.82558769,20.59051226,24.67546974,8.95E-07,1.17E-05,1.9715197,1.9715197,1.2158837,1.2590133,-1.0512171,1.1478868,1.0476002,1.4815989,1.9715197
RPS20_27810,6224,rps20,23.52686843,25.33066056,28.15179348,9.30E-06,8.62E-05,1.574956,1.574956,1.0777137,1.077463,-1.1004742,1.0062318,1.0289011,1.0363948,1.574956
RPS25_5991,,rps25,25.04167301,28.06322922,32.16806801,2.95E-07,4.42E-06,1.7235945,1.7235945,1.0672328,1.1134509,1.0143064,1.0911617,1.028296,1.2406361,1.7235945
RPS27A_5998,6233,rps27a,23.07632795,26.84851961,35.24256236,0.003870496,0.016146787,1.5141548,1.5141548,1.0114013,1.0937709,-1.180237,-1.0898988,-1.0804365,-1.0281532,1.5141548
RPS3_25124,,rps3,19.4446428,22.47957973,26.94122528,3.07E-06,3.30E-05,1.8282464,1.8282464,1.1570706,1.1902539,-1.0297251,1.1828582,1.1133308,1.4597228,1.8282464
RPS4Y1_6010,6192,rps4y1,17.40907792,21.18556537,28.28616901,0.004313014,0.017547616,1.6447517,1.6447517,1.0556407,-1.0225881,1.0375122,-1.0548402,-1.2462138,1.1944802,1.6447517
RPS5_6011,6193,rps5,16.79916687,20.26925619,26.03237061,0.000268432,0.00173011,1.9497321,1.9497321,1.1513635,1.2116907,-1.1484075,1.1383017,1.0815605,1.4431636,1.9497321
RPS6_6014,,rps6,19.79701354,22.36901744,25.90644942,1.24E-07,2.13E-06,2.071435,2.071435,1.1791484,1.2214212,1.0400507,1.1712549,1.0898858,1.4183526,2.071435
RPS7_6021,,rps7,22.93507471,26.97727711,33.29116654,0.000114913,0.000833513,1.7324495,1.7324495,1.1372292,1.1098516,1.0254097,1.1329747,1.1069553,1.3104335,1.7324495
RSL24D1_11903,51187,rsl24d1,17.03096283,20.40455043,25.99962276,0.00014484,0.001013879,1.6516669,1.6516669,-1.0234169,1.0358397,-1.2721628,1.0694139,-1.0721408,1.2302208,1.6516669
SAA1_22122,100528017,saa2;saa2-saa4;saa1,12.56354124,14.93778764,16.53574294,8.81E-10,2.35E-08,-10.499923,10.499923,1.1398536,1.6244595,1.1170086,1.0144304,-1.2218363,-1.3047314,-10.499923
SCP2_27826,6342,scp2,15.63464468,16.53042593,17.52504234,9.25E-11,2.97E-09,-2.6961212,2.6961212,-1.1207926,1.0143908,1.0934637,-1.0006924,-1.03133,-1.388396,-2.6961212
SCP2_6152,6342,scp2,21.34311338,23.08869781,25.35765074,2.13E-09,5.51E-08,-1.9345292,1.9345292,-1.1211556,-1.0048665,1.0952874,-1.0009874,-1.0415561,-1.2848305,-1.9345292
SERPINA3_17487,12,serpina3,14.73425709,16.33334299,19.26473133,0.000615329,0.003535386,-2.0938773,2.0938773,1.0613835,1.238904,1.1423326,-1.2514914,-1.4368545,1.0928856,-2.0938773
SERPINE1_6253,5054,serpine1,10.39309823,11.82943319,13.83007181,3.38E-06,3.52E-05,3.0025282,3.0025282,1.1904247,-1.0594286,1.0009602,1.2025151,-1.1185337,1.8068402,3.0025282
SERPINE2_27841,5270,serpine2,5.231438006,6.473368398,8.532807708,0.000164331,0.001130572,3.6121614,3.6121614,-1.6980178,-1.0020128,1.0257487,1.4702032,1.3307351,2.1973107,3.6121614
SERPINE2_27842,5270,serpine2,6.677164097,7.942237997,9.620861899,0.000192784,0.001282293,3.4713182,3.4713182,-1.1846278,-1.1236739,-1.1376326,-1.0938302,-1.5349972,1.4231305,3.4713182
SESN1_6261,27244,sesn1,12.55232849,15.18690469,20.24494743,0.002304289,0.010434394,-1.710225,1.710225,-1.053639,1.0359958,1.3710972,1.2597039,1.2250664,-1.2780006,-1.710225
SESN2_18106,83667,sesn2,9.440150625,11.0139679,13.39029018,3.22E-05,0.000260625,2.2811544,2.2811544,-1.0057968,1.0393938,-1.1257176,1.2921486,1.0048116,1.4711982,2.2811544
SGK2_10628,10110,sgk2,4.238828525,4.977856591,5.962850316,1.00E-08,2.14E-07,2.9011557,2.9011557,1.0593176,-1.5252366,-1.3037447,1.0613358,1.0205227,2.7434318,2.9011557
SLC1A3_13929,6507,slc1a3,6.517431357,8.30680703,11.58658185,0.000165854,0.0011344,-2.7144978,2.7144978,1.16424,-1.0604396,1.202723,-1.4440043,1.319775,-2.7144978,-2.062727
SLC22A1_19293,,slc22a1,2.950069672,3.158486282,3.39759189,1.11E-16,2.22E-14,-14.76625,14.76625,1.0512574,1.0680981,-1.0089656,-1.3152965,-1.5079483,-5.676698,-14.76625
SLC22A7_18103,,slc22a7,15.24366312,17.64127831,21.15363534,3.28E-06,3.46E-05,-2.259981,2.259981,-1.079427,-1.0336069,-1.0787501,-1.052086,-1.6352723,-1.3746383,-2.259981
SLC25A6_14758,,slc25a6,12.80904277,14.81729124,17.68994828,2.26E-05,0.000189478,2.0406213,2.0406213,1.038423,1.0564266,1.1065528,1.1343791,1.1690816,1.3867176,2.0406213
SLC27A2_6426,11001,slc27a2,15.59708005,19.8917588,28.18599838,3.13E-05,0.000256351,1.9907136,1.9907136,-1.2050325,-1.1014947,1.1148757,1.1148789,1.2104522,1.9907136,1.4758039
SLC2A2_6439,6514,slc2a2,10.23272274,11.00907073,11.94029582,8.98E-11,2.97E-09,-3.8571916,3.8571916,1.1460406,1.0574163,1.0854253,-1.006444,-1.2198244,-1.5493349,-3.8571916
SLC47A1_28371,,slc47a1,7.484361223,8.759209157,10.56712807,0.000269824,0.00173011,-2.6516361,2.6516361,1.0763144,1.0870627,-1.3218704,-1.1143128,-1.2415131,-1.9963306,-2.6516361
SLC51A_15250,200931,slc51a,13.57056393,16.75719732,22.36673557,0.007694732,0.028290495,1.8082645,1.8082645,-1.0995101,-1.0391561,1.0081046,1.0867879,1.022775,1.5271137,1.8082645
SLCO1B1_14765,10599,slco1b1,30.60815638,40.78908985,64.69221321,0.000123541,0.000874271,-1.7365484,1.7365484,-1.214002,-1.261882,-1.1243589,-1.2753372,-1.460883,-1.7365484,-1.4922842
SLCO2B1_6541,11309,slco2b1,15.61659439,17.23923316,19.29784547,2.24E-07,3.56E-06,-2.0227425,2.0227425,1.0703931,1.0086699,1.0453644,-1.0301901,-1.0685769,-1.4938604,-2.0227425
SMC1A_6580,8243,smc1a,3.966327501,5.032396632,7.405317481,0.012606659,0.042188883,-2.4544077,2.4544077,1.5050752,1.046333,-1.2121736,1.3650458,-2.148916,-2.0184278,-2.4544077
SNCA_6612,6622,snca,6.020371204,7.129486505,8.894923136,0.002546355,0.011369934,-2.9645457,2.9645457,-1.1027287,-1.2020435,1.1325606,-1.3361322,-1.1719213,-2.2440493,-2.9645457
SNHG8_6618,100093630,snhg8,18.75800963,19.80875947,21.21306869,8.04E-09,1.87E-07,2.2393532,2.2393532,1.1144369,1.2155542,1.0630428,1.168579,1.016121,1.1964796,2.2393532
SQSTM1_6740,8878,sqstm1,9.917361047,10.94704451,12.25628336,1.05E-07,1.87E-06,3.3523295,3.3523295,-1.0267874,-1.0109227,-1.0182922,-1.0602735,-1.0971643,1.6647569,3.3523295
SRGN_24666,5552,srgn,11.42735644,15.8136869,33.78719983,0.006912214,0.025888503,2.3814032,2.3814032,1.3093581,-1.1537055,-1.1698582,1.0335617,2.3814032,-1.6760157,-1.6950829
SRM_19860,6723,srm,9.797322777,12.21775147,17.41184357,0.006117964,0.02335023,2.2388988,2.2388988,1.0413427,1.2800691,-1.0244359,1.351998,1.432949,1.2244904,2.2388988
SRP72_28388,6731,srp72,19.0289446,19.81773602,20.90587625,0.000214928,0.001406242,1.741358,1.741358,1.0616769,-1.061768,-1.1006281,-1.1375679,-1.2585365,-1.1858414,1.741358
SSB_23767,,ssb,27.11197898,31.81540091,39.55129373,0.00019469,0.001289621,1.5283527,1.5283527,1.0874074,1.1132241,1.1028761,-1.0270208,1.0576687,1.1369616,1.5283527
SUCLA2_6870,8803,sucla2,19.93217476,26.14942264,41.9377386,0.00811727,0.029306269,1.5322378,1.5322378,1.1066678,-1.1553655,1.0732963,1.2394184,1.1833243,1.0717291,1.5322378
SULT1B1_13188,27284,sult1b1,13.27028012,14.77933958,16.86778492,3.30E-06,3.46E-05,-2.1987076,2.1987076,1.0636188,-1.082948,-1.037806,-1.0518562,-1.206106,-1.290145,-2.1987076
SULT1B1_6880,27284,sult1b1,17.60016945,18.47699487,19.24906095,1.11E-06,1.42E-05,-2.0180373,2.0180373,1.0819484,1.0447322,1.1521424,1.0373688,-1.1269704,-1.0371206,-2.0180373
SULT2A1_24513,6822,sult2a1,17.62108601,21.54413069,28.78916864,0.001707093,0.008217629,-2.2435107,2.2435107,-1.4014937,-1.3524252,-1.3006574,-1.2040081,-1.1994325,-1.6050574,-2.2435107
SUPV3L1_6897,6832,supv3l1,8.825670469,10.0312471,11.58104362,1.23E-06,1.53E-05,2.8418064,2.8418064,1.1681002,-1.1245537,-1.0071298,-1.1922804,-1.0191199,1.3808984,2.8418064
TAF9_6939,,taf9,19.69445563,22.29285664,31.0399693,0.002419115,0.0108623,1.6079214,1.6079214,1.1077791,-1.0596159,-1.2506686,-1.0743288,1.1926461,-1.2624648,1.6079214
TALDO1_6942,6888,taldo1,22.82788908,27.87616945,39.71696243,0.014763576,0.047851606,1.5636457,1.5636457,1.0268003,1.0022693,1.1679164,1.0548255,1.1472465,1.0167251,1.5636457
TCEA2_6992,6919,tcea2,5.915828311,8.486316643,18.03835596,0.003795933,0.015929006,-2.015487,2.015487,-2.015487,1.221395,-1.1515747,1.4125346,1.024404,1.5630453,1.9179907
TES_7031,26136,tes,8.600391024,9.873781116,11.65269142,3.26E-06,3.46E-05,2.7161562,2.7161562,1.2860553,-1.0841514,-1.170154,-1.0298746,1.0292691,1.4140495,2.7161562
TMBIM6_22300,7009,tmbim6,21.7961097,23.15673539,26.26906671,0.00011256,0.000822994,1.512716,1.512716,-1.1450781,-1.2726095,-1.1318572,-1.2625662,-1.2740682,-1.2362489,1.512716
TMEM5_7211,,tmem5,17.96266178,22.22123525,30.67100974,0.011474223,0.039385822,1.579341,1.579341,-1.0634683,1.1084725,-1.0301098,1.1419336,1.0710298,1.1585519,1.579341
TMEM97_7217,27346,tmem97,12.76409459,13.68086865,14.77889218,2.00E-11,8.21E-10,-2.7014356,2.7014356,-1.0640538,-1.0872687,-1.0623838,-1.0438756,-1.0006996,-1.8131504,-2.7014356
TNFRSF21_7250,27242,tnfrsf21,5.155592359,5.900274807,6.88065146,1.90E-08,3.75E-07,4.972614,4.972614,1.0559268,1.1048824,1.1437886,1.1247128,1.8303819,2.33593,4.972614
TOMM20_11983,9804,tomm20,16.16290753,21.47557628,35.45872981,0.011714661,0.040125216,1.770339,1.770339,1.0733913,1.2444966,1.1283524,1.3746942,1.3838518,1.1464585,1.770339
TRAF3IP2_28407,10758,traf3ip2,6.5656165,8.794037625,15.81357267,5.43E-06,5.18E-05,2.5421922,2.5421922,1.8341378,-1.6615521,1.5912488,1.9076248,-1.8239539,1.5052947,2.5421922
TRIB3_7337,57761,trib3,10.32160227,11.59726265,13.00968926,3.44E-08,6.65E-07,3.9686422,3.9686422,-1.0083652,-1.3512894,-1.2321941,1.0969322,-1.308172,1.4049721,3.9686422
TRIM22_21719,10346,trim22,17.51155572,22.53887817,32.51375632,0.009530495,0.033650625,-1.5954502,1.5954502,1.0673686,1.1583428,1.0278674,-1.2627523,-1.3260069,-1.4290191,-1.5954502
TSC22D3_7366,1831,tsc22d3,6.438001707,7.814513842,10.14220742,0.00061221,0.003530332,-2.6812308,2.6812308,-1.0025519,-1.482459,-1.3811613,-1.5367781,-1.0315063,-2.5187109,-2.6812308
TSKU_7371,25987,tsku,9.704480584,11.01860633,12.94284411,2.74E-07,4.14E-06,3.2025523,3.2025523,-1.4110825,-1.3662063,1.0650959,-1.1345298,-1.2643117,1.5391595,3.2025523
TTR_7397,7276,ttr,7.769208767,8.795783518,9.93379073,1.11E-16,2.22E-14,-6.4520874,6.4520874,-1.035571,1.0117316,-1.1044497,-1.1534271,-1.4119595,-3.5655804,-6.4520874
TXNRD1_7440,7296,txnrd1,6.680635642,7.608874359,8.636720042,2.67E-10,7.77E-09,6.847451,6.847451,-1.0541564,1.0984381,1.2535738,1.1563984,1.2878886,1.7371168,6.847451
TYROBP_7448,7305,tyrobp,17.11988495,26.01379664,73.71013602,0.014365298,0.046995045,2.231573,2.231573,1.09265,-1.1783302,1.2395196,-1.2429731,2.231573,-1.7423931,-1.494612
UBA52_7459,,uba52,28.36094892,35.23940739,47.18087224,0.003092528,0.013400296,1.5853816,1.5853816,1.0934037,1.085421,1.0302494,1.0632381,1.2438748,1.1966243,1.5853816
UGT1A8_28230,54577,ugt1a9;ugt1a1;ugt1a7;ugt1a8;ugt1a10;ugt1a3;ugt1a6;ugt1a5;ugt1a4,22.4293773,26.017244,31.73596355,0.000123805,0.000874271,1.6937406,1.6937406,-1.0732611,-1.1694298,-1.0531151,-1.0512726,-1.1406548,1.1313657,1.6937406
UGT1A9_7544,54600,ugt1a9,24.47702346,33.91329325,62.06539238,0.003600069,0.015266959,-1.8614565,1.8614565,-1.0184181,1.0064479,1.0496166,-1.0645947,-1.3332379,-1.8614565,-1.3203173
UGT2B7_21389,7364,ugt2b7,13.66566829,16.90240578,21.93783544,2.19E-09,5.58E-08,-2.50511,2.50511,-1.052635,-1.1587423,-1.1261493,-1.1832554,-1.3337438,-2.036451,-2.50511
UGT2B7_7548,7364,ugt2b7,1.326525069,1.989653665,3.133922155,1.52E-08,3.09E-07,-5.474191,5.474191,-1.3698026,-1.7526268,-1.4365543,-1.6149603,-2.091948,-5.474191,-4.6040463
VAPB_7621,9217,vapb,9.721972383,12.44939326,19.51509254,0.007395574,0.027390397,-1.8599148,1.8599148,-1.5801482,1.1520662,-1.2497269,-1.0842398,1.0371569,-1.4770858,-1.8599148
VDAC2_28051,,vdac2,11.82762046,13.45277714,15.99955699,3.96E-06,4.04E-05,2.6215696,2.6215696,1.2026765,1.1397474,1.0212411,1.0231199,1.5791688,1.2135439,2.6215696
VDAC2_28052,,vdac2,9.964041178,11.59961978,13.9351723,1.16E-06,1.46E-05,2.5556371,2.5556371,1.0145223,1.2821999,-1.0329549,1.3952144,1.2044444,1.4201444,2.5556371
VEGFA_28053,7422,vegfa,12.5067864,15.00981649,19.12146182,6.06E-06,5.75E-05,1.8818657,1.8818657,1.084022,1.1128107,-1.0688467,1.23413,-1.4155674,1.8047823,1.8818657
WDR43_7707,23160,wdr43,15.22312406,17.61418609,21.27155595,4.48E-06,4.47E-05,2.1324384,2.1324384,1.25751,1.165509,1.073852,1.1242092,1.3001902,1.2968786,2.1324384
WFS1_7723,7466,wfs1,2.207928417,3.211605075,6.998567433,0.006093962,0.02331413,2.8978245,2.8978245,1.9584215,1.0970547,1.8178794,2.4005823,2.2035806,2.76188,2.8978245
YME1L1_7799,10730,yme1l1,24.08681228,35.03602886,130.4726794,0.003378339,0.014557733,-1.634331,1.634331,-1.1957778,-1.3339925,-1.304746,-1.4860215,-1.4947469,-1.634331,1.2835232
ZBTB41_11607,360023,zbtb41,16.9215225,18.74630149,21.68317357,0.000484427,0.002908375,1.7808326,1.7808326,-1.0180889,-1.0611016,1.0737988,-1.0200955,-1.051308,1.0685084,1.7808326
ZFAND1_22534,79752,zfand1,11.31575714,14.09020077,19.4354775,0.001596053,0.007729527,1.8894694,1.8894694,1.2372814,1.1365505,-1.1301264,1.289829,1.0056655,1.4887888,1.8894694
CFHR1_28694,3075,cfh;cfhr1,18.63475123,19.22344612,19.64159518,2.22E-16,3.56E-14,-2.7386112,2.7386112,-1.0155516,1.0655185,1.0169274,1.0226392,-1.2665887,-1.179882,-2.7386112
CYP2A6_28673,,cyp2a6,7.039735563,8.239452023,10.01184093,3.56E-06,3.68E-05,-3.9498978,3.9498978,-1.1566898,-1.1045687,1.0626043,-1.1825869,-1.681456,-2.8936038,-3.9498978
EIF4EBP1_28851,,eif4ebp1,9.668980794,10.89081649,12.5687294,1.64E-07,2.66E-06,2.7371643,2.7371643,1.1954771,1.1100845,1.0285186,1.2733883,1.0547478,1.6771833,2.7371643
RABGGTB_28610,,rabggtb,21.19938921,24.5478862,29.55409439,5.34E-06,5.15E-05,1.6494585,1.6494585,1.1869186,1.0755019,-1.048076,1.0089219,1.1355157,1.2955312,1.6494585
CYP3A4_28338,,cyp3a4,2.291800888,3.019808767,4.542916194,4.66E-11,1.68E-09,6.3804383,6.3804383,-1.323672,-1.2072502,1.1342779,1.4496174,2.2016485,3.6598299,6.3804383
GSR_28346,2936,gsr,19.20815542,20.81091775,23.09271278,1.55E-07,2.58E-06,1.9672523,1.9672523,1.2375367,1.0129489,1.0288637,1.0353622,1.1801723,1.1349417,1.9672523
UGT1A10_28864,54577,ugt1a7;ugt1a8;ugt1a10;ugt1a3;ugt1a6;ugt1a5;ugt1a4;ugt1a9;ugt1a1,23.33844208,26.88815829,31.95613184,5.40E-06,5.18E-05,1.749187,1.749187,-1.0497067,-1.1379962,-1.0803293,-1.1245396,-1.0768442,1.3294325,1.749187
CYP2A6_1709,,cyp2a6,4.901305193,5.688893547,6.825155417,1.65E-05,0.000143365,-4.6203256,4.6203256,-1.2744211,-1.2941663,-1.0244792,-1.5281037,-1.6640192,-3.3422594,-4.6203256
MRPL58_3192,3396,mrpl58,12.74519319,15.76816803,21.32263808,0.000406664,0.00251692,2.0838656,2.0838656,1.3902779,1.2259421,1.0825129,1.2360283,1.4011523,1.2978275,2.0838656
PRELID3B_6554,51012,prelid3b;slmo2-atp5e,20.28427017,22.23016623,24.87670531,1.57E-07,2.58E-06,1.7755901,1.7755901,1.0235373,1.0867125,1.0308393,1.015467,-1.0541773,1.2022084,1.7755901
TCEAL9_11904,51186,tceal9,30.101742,44.35940285,98.41268597,0.009628242,0.033921038,1.5868297,1.5868297,1.0899081,1.0508599,1.0061194,1.1687019,1.219822,1.5868297,1.2263296
HIKESHI_17564,51501,hikeshi,16.5315204,22.94358273,75.92497859,0.006132969,0.023351898,-1.9083601,1.9083601,-1.5098414,-1.4835153,-1.8656086,-1.3688956,-1.6519852,-1.9083601,1.416774
KHDRBS3_28184,10656,khdrbs3,18.51025091,22.45194124,29.28246219,0.000532759,0.003148832,1.5991632,1.5991632,1.1711131,1.0504019,-1.0673186,-1.1379519,-1.0370274,1.2873248,1.5991632
