Probe.ID,Gene.ID,Gene.Symbol,bmr,bmr_value,adversity_value,model,prior_weight,posterior_weight,bmdl,bmd,bmdu,Unadjusted.P-Value ,Adjusted.P-Value ,Max.Fold.Change ,Max.Fold.Change Unsigned,FC Dose Level 1,FC Dose Level 2,FC Dose Level 3,FC Dose Level 4,FC Dose Level 5,FC Dose Level 6,FC Dose Level 7
ACOX1_20713,51,acox1,CentralTendencyRelativeChange,,0.1,Model average,1,1,3.776770326,6.783826249,14.37034145,0.00000122,0.0000332,2.323155,2.323155,1.0545634,-1.020858,1.0457811,1.2898325,1.4035972,2.323155,1.802978
RPP40_27808,10799,rpp40,CentralTendencyRelativeChange,,0.1,Model average,1,1,5.137181691,6.717953414,10.28808818,0.005198354,0.031832618,2.4694555,2.4694555,1.0092648,1.3214868,-1.4241817,1.0110012,1.0028044,1.7676752,2.4694555
ACAT2_56,39,acat2,CentralTendencyRelativeChange,,0.1,Model average,1,1,5.482542793,6.384442292,7.446503184,4.41E-13,7.21E-11,-4.0616426,4.0616426,-1.1782017,1.1036688,1.0055555,-1.0878035,-1.1782835,-3.0305293,-4.0616426
SLC51A_15250,200931,slc51a,CentralTendencyRelativeChange,,0.1,Model average,1,1,5.12960178,6.363875421,8.079896294,6.72E-08,0.00000305,2.664571,2.664571,-1.1615887,-1.281035,-1.104433,-1.0651184,1.1102016,2.664571,2.4323575
SNAI2_24257,6591,snai2,CentralTendencyRelativeChange,,0.1,Model average,1,1,4.966967282,6.248090489,8.852242853,0.002770108,0.018793053,-2.7175212,2.7175212,-1.4053719,1.6510327,-1.2454866,-1.5094697,-1.4536793,-2.622594,-2.7175212
TSKU_7371,25987,tsku,CentralTendencyRelativeChange,,0.1,Model average,1,1,4.927521153,6.24796892,7.956570479,5.27E-11,4.31E-09,2.7358103,2.7358103,-1.4314706,-1.5688224,-1.5884038,-1.3686595,-1.1634119,2.7358103,2.6849873
DDIT3_16736,1649,ddit3,CentralTendencyRelativeChange,,0.1,Model average,1,1,5.009692789,6.234240782,8.263240438,0.000192,0.00217747,3.007846,3.007846,1.0555174,-1.3033086,-1.4276783,1.3414514,1.2517811,2.3283577,3.007846
TSC22D3_7366,1831,tsc22d3,CentralTendencyRelativeChange,,0.1,Model average,1,1,4.312374751,5.7643926,8.506745876,0.000327,0.003361411,-3.2873795,3.2873795,-1.0958672,-1.3237019,1.0067271,-1.3197056,-1.0557331,-3.2873795,-1.8810767
FN1_27231,2335,fn1,CentralTendencyRelativeChange,,0.1,Model average,1,1,3.775448538,5.739002448,9.790436759,2.62E-08,0.00000143,-3.4097247,3.4097247,-1.2090175,1.009457,-1.1107955,-1.660958,-1.7003615,-2.8148372,-3.4097247
SGK2_10628,10110,sgk2,CentralTendencyRelativeChange,,0.1,Model average,1,1,4.519312386,5.455815191,6.802811428,0.0000393,0.000589,3.0266585,3.0266585,-1.3179898,1.0742357,-1.0532478,1.0229815,1.3160098,2.5570066,3.0266585
HERC5_11373,51191,herc5,CentralTendencyRelativeChange,,0.1,Model average,1,1,3.627452857,5.30569029,12.93977496,0.005039002,0.031089692,-2.603071,2.603071,-2.603071,-1.5621103,1.0431492,1.1771325,1.1178633,1.8705424,2.5200655
RFNG_5813,5986,rfng,CentralTendencyRelativeChange,,0.1,Model average,1,1,3.400060243,5.169773896,9.669438614,0.003505173,0.023108704,1.727189,1.727189,1.3661083,1.0620145,1.2175655,1.4833544,1.5963658,1.3884218,1.727189
EBP_2015,10682,ebp,CentralTendencyRelativeChange,,0.1,Model average,1,1,3.456055355,5.160678723,7.239612589,4.36E-14,7.93E-12,-2.7108557,2.7108557,-1.0548123,-1.0791937,-1.0102133,-1.1805257,-1.099484,-2.7108557,-2.6670556
SLC27A2_6426,11001,slc27a2,CentralTendencyRelativeChange,,0.1,Model average,1,1,4.121692125,5.139758191,6.620955776,3.95E-14,7.93E-12,3.005956,3.005956,1.1215752,-1.2443143,-1.0292076,1.1180273,1.2145318,2.5380952,3.005956
PEG10_18691,23089,peg10,CentralTendencyRelativeChange,,0.1,Model average,1,1,4.200360829,5.048541549,6.291317632,0.000146,0.001743059,8.51476,8.51476,1.2377645,1.1607746,1.330173,1.3193688,1.5942905,1.9139491,8.51476
CYP3A4_28338,,cyp3a4,CentralTendencyRelativeChange,,0.1,Model average,1,1,4.079999738,4.752516328,5.59451223,2.36E-10,1.82E-08,9.192046,9.192046,-1.2904994,-1.8172337,-1.6809037,1.0826235,1.2451359,6.502268,9.192046
FN1_2459,2335,fn1,CentralTendencyRelativeChange,,0.1,Model average,1,1,2.889141229,4.521527139,7.874541958,8.42E-08,0.00000344,-3.0635226,3.0635226,-1.1304551,1.0256348,-1.0616474,-1.6507205,-1.6729401,-3.0036638,-3.0635226
PI4KA_5128,5297,pi4ka;pi4kap1;pi4kap2,CentralTendencyRelativeChange,,0.1,Model average,1,1,2.710693603,4.489924649,12.79133567,0.002062749,0.015399975,2.273543,2.273543,1.1228255,1.1372449,1.0756359,1.2855508,1.6749729,2.273543,1.6713115
THEM4_24773,117145,them4,CentralTendencyRelativeChange,,0.1,Model average,1,1,3.433999642,4.420381871,6.27513509,0.0000688,0.000898,3.078025,3.078025,1.039879,-1.2315235,-1.551581,1.4837134,1.3583049,3.078025,2.4942043
POR_23019,5447,por,CentralTendencyRelativeChange,,0.1,Model average,1,1,3.317914658,4.256045751,5.741154572,5.46E-12,4.96E-10,3.0324602,3.0324602,1.0597749,-1.3513689,-1.0257239,1.017279,1.3486997,2.7217512,3.0324602
MSMO1_4315,6307,msmo1,CentralTendencyRelativeChange,,0.1,Model average,1,1,3.142579493,3.957512954,5.049310955,3.6E-14,7.93E-12,-7.1550393,7.1550393,-1.1359594,-1.0323852,-1.2723268,-1.3565124,-1.4682971,-5.0171733,-7.1550393
MBL2_16596,4153,mbl2,CentralTendencyRelativeChange,,0.1,Model average,1,1,3.171918514,3.941791866,5.12732406,0.0000168,0.000308,4.6207757,4.6207757,-1.2368926,1.5621647,1.3467966,1.2692598,1.4644527,4.6207757,4.2678733
KNSTRN_3668,90417,knstrn,CentralTendencyRelativeChange,,0.1,Model average,1,1,2.861303448,3.935824382,6.561553968,0.004734348,0.029825458,1.8567079,1.8567079,-1.0340555,1.156705,1.2938511,1.3903234,1.4111049,1.8567079,1.7023156
NDRG1_21187,10397,ndrg1,CentralTendencyRelativeChange,,0.1,Model average,1,1,2.374538033,3.908061847,8.309890215,0.00000873,0.000176,2.7374763,2.7374763,1.0567294,1.0014156,-1.0591604,1.1304775,1.5168004,2.7374763,1.6813093
IFIT2_3222,3433,ifit2,CentralTendencyRelativeChange,,0.1,Model average,1,1,2.987899746,3.872365905,5.651892377,0.000621,0.005676018,2.788172,2.788172,1.3941584,1.13763,1.1707052,1.6479763,1.6390866,2.788172,2.618982
CRP_15847,,crp,CentralTendencyRelativeChange,,0.1,Model average,1,1,2.510483968,3.540763965,6.253843618,0.00067,0.006020396,4.6194153,4.6194153,2.0770278,1.8547624,2.0721116,2.4382415,2.7237546,2.7579846,4.6194153
ACADVL_20681,37,acadvl,CentralTendencyRelativeChange,,0.1,Model average,1,1,2.257407035,3.534270061,6.727513582,0.000000692,0.0000202,2.8887706,2.8887706,-1.1449881,-1.0600737,-1.0228771,1.1295685,1.5313604,2.8887706,1.8333123
HMGCR_3029,3156,hmgcr,CentralTendencyRelativeChange,,0.1,Model average,1,1,2.705368751,3.457261046,4.458679857,6.66E-15,2.18E-12,-4.9071054,4.9071054,-1.2063224,1.047929,-1.032332,-1.4652642,-1.433363,-3.5275486,-4.9071054
FDFT1_2382,2222,fdft1,CentralTendencyRelativeChange,,0.1,Model average,1,1,2.429918525,3.372742294,5.013929423,0.000000945,0.0000271,-2.8488936,2.8488936,-1.1039599,1.0125974,1.0013176,-1.2817905,-1.2889401,-2.8488936,-2.4290364
CYP3A5_27090,1577,cyp3a5,CentralTendencyRelativeChange,,0.1,Model average,1,1,2.607285415,3.270677216,4.332583292,0,0,8.8912525,8.8912525,-1.3063245,-1.6559994,-1.6561658,1.0406587,1.4083148,6.2352962,8.8912525
CYP3A4_20661,,cyp3a4,CentralTendencyRelativeChange,,0.1,Model average,1,1,2.676431029,3.252967204,4.202286021,4.17E-14,7.93E-12,13.617962,13.617962,-1.3938824,-2.4025023,-2.1082695,1.2149389,1.4907362,9.965704,13.617962
CYP51A1_1742,,cyp51a1,CentralTendencyRelativeChange,,0.1,Model average,1,1,2.407230298,3.055698356,4.470051771,0,0,-4.264241,4.264241,-1.0971599,-1.0206826,-1.0431037,-1.1411638,-1.27543,-4.264241,-3.7751737
AMDHD2_248,51005,amdhd2,CentralTendencyRelativeChange,,0.1,Model average,1,1,1.96466709,3.016075676,6.167795057,0.007537977,0.043092981,2.2372484,2.2372484,1.3091694,1.3216974,1.1382028,1.9983283,1.8247968,1.9660445,2.2372484
HADHA_2875,3030,hadha,CentralTendencyRelativeChange,,0.1,Model average,1,1,2.136494614,2.945999801,4.306649697,9.96E-13,1.25E-10,2.9399407,2.9399407,1.1206408,-1.0770051,1.1383597,1.3268249,1.570085,2.511178,2.9399407
PLIN2_21957,123,plin2,CentralTendencyRelativeChange,,0.1,Model average,1,1,2.282553848,2.801675358,3.497908009,0,0,6.2409825,6.2409825,1.1718086,-1.140299,1.2786936,1.5835195,2.0035276,3.938728,6.2409825
IDI1_12170,,idi1,CentralTendencyRelativeChange,,0.1,Model average,1,1,2.145067822,2.75282939,3.662830391,5.1E-13,7.58E-11,-7.3359356,7.3359356,-1.278445,-1.0489465,-1.1763076,-1.483502,-1.5981016,-6.7245126,-7.3359356
MAPK12_25181,6300,mapk12,CentralTendencyRelativeChange,,0.1,Model average,1,1,1.586005833,2.106774844,3.669012879,0.000147,0.001743059,3.3297272,3.3297272,1.0770493,1.8260367,1.4999806,1.8360089,1.6640412,3.3297272,2.7813067
ABCC3_26788,8714,abcc3,CentralTendencyRelativeChange,,0.1,Model average,1,1,1.046601591,2.052403361,4.593631911,0.0000229,0.000394,2.9829814,2.9829814,-1.0167983,1.2480807,1.1163023,1.3926606,1.6818457,2.9829814,1.8336135
UGT2B7_7548,7364,ugt2b7,CentralTendencyRelativeChange,,0.1,Model average,1,1,1.236903834,1.888653221,3.166423865,0.000000479,0.0000157,-3.8315237,3.8315237,-1.1614915,-1.1050273,-1.2543414,-1.7264179,-1.9154414,-3.8315237,-3.6646025
FAH_2303,2184,fah,CentralTendencyRelativeChange,,0.1,Model average,1,1,0.908819397,1.815112658,4.73175228,0.0000377,0.000576,3.0815358,3.0815358,-1.0473256,1.1981112,1.2623518,1.3288859,1.8818297,3.0815358,1.8225088
RPSA_6025,3921,rpsap9;rpsap58;rpsa,CentralTendencyRelativeChange,,0.1,Model average,1,1,1.017738232,1.488742214,2.93289874,0.005740052,0.034003568,2.6799443,2.6799443,1.4254862,1.459224,1.4058077,1.7029278,2.199431,2.6799443,2.0831764
MCM7_4079,4176,mcm7,CentralTendencyRelativeChange,,0.1,Model average,1,1,0.701440261,1.152410589,2.620737238,0.00002,0.000351,2.8745687,2.8745687,1.0268437,-1.0443901,-1.0157399,1.3805,1.7068819,2.8745687,1.9164945
FGFR2_2417,2263,fgfr2,CentralTendencyRelativeChange,,0.1,Model average,1,1,0.179923684,0.304199022,0.872119443,0.00000066,0.00002,3.3583558,3.3583558,1.5388615,1.5673888,1.7483708,2.1056983,2.0944803,3.3583558,2.4202676
