Probe.ID,Gene.ID,Gene.Symbol,bmr,bmr_value,adversity_value,model,prior_weight,posterior_weight,bmdl,bmd,bmdu,Unadjusted.P-Value ,Adjusted.P-Value ,Max.Fold.Change ,Max.Fold.Change Unsigned,FC Dose Level 1,FC Dose Level 2,FC Dose Level 3,FC Dose Level 4,FC Dose Level 5,FC Dose Level 6,FC Dose Level 7
NAMPT_28431,,nampt,CentralTendencyRelativeChange,,0.1,Model average,1,1,33.02706568,45.17393049,76.75052321,0.000252,0.002725456,-1.7449462,1.7449462,1.0406848,-1.0208621,-1.1255985,-1.0593221,-1.2285471,-1.7449462,-1.2635455
ALB_217,213,alb,CentralTendencyRelativeChange,,0.1,Model average,1,1,37.55298048,43.55525636,57.28672606,0.0000266,0.000444,-1.5831908,1.5831908,1.046131,1.0398735,1.0782768,-1.0005084,-1.0575093,-1.4307989,-1.5831908
RPL11_5914,6135,rpl11,CentralTendencyRelativeChange,,0.1,Model average,1,1,34.69001684,41.33454861,53.06793939,0.000816,0.007056661,1.5371178,1.5371178,1.0639609,1.1389543,1.1236553,1.0894414,1.0949154,1.11505,1.5371178
ADH1A_126,124,adh1a,CentralTendencyRelativeChange,,0.1,Model average,1,1,34.76607155,40.69758427,49.76627087,0.0000692,0.000898,-1.6351404,1.6351404,-1.0125271,-1.0761178,-1.0977874,-1.1662453,-1.1404543,-1.1508574,-1.6351404
HSPE1_27335,,hspe1,CentralTendencyRelativeChange,,0.1,Model average,1,1,33.49076778,39.63121101,49.13589284,0.0000736,0.000948,1.5040921,1.5040921,1.0753256,1.1621712,1.0470511,1.0877252,1.0693011,1.1823039,1.5040921
BAX_28222,581,bax,CentralTendencyRelativeChange,,0.1,Model average,1,1,27.39673011,37.60897439,62.76420851,0.001099314,0.009163104,1.5591147,1.5591147,1.1928989,1.28871,1.190974,1.1762182,1.3721172,1.5591147,1.4604852
CYP3A5_28493,1577,zscan25;cyp3a5,CentralTendencyRelativeChange,,0.1,Model average,1,1,22.75351014,36.65042551,107.0751703,0.002425071,0.01709048,2.2781162,2.2781162,-1.247188,-1.29992,-1.5974774,1.0716491,1.3774508,2.2781162,1.1706256
SAT1_6103,,sat1,CentralTendencyRelativeChange,,0.1,Model average,1,1,30.84148177,36.29524127,44.87190047,0.000356,0.003613521,-1.5678717,1.5678717,1.0502801,-1.0471576,-1.0317556,-1.0861079,-1.0939401,-1.358862,-1.5678717
HMGCS2_16503,3158,hmgcs2,CentralTendencyRelativeChange,,0.1,Model average,1,1,29.48342607,35.96202191,46.6584155,5.79E-09,0.000000338,1.8525543,1.8525543,-1.0676547,-1.1396267,1.0054938,1.1508392,1.3283721,1.8525543,1.4597864
CAV1_20077,857,cav1,CentralTendencyRelativeChange,,0.1,Model average,1,1,21.81477902,35.24193015,122.695839,0.004934852,0.030562437,1.7321507,1.7321507,-1.0652769,1.7321507,-1.0173638,-1.1491034,-1.1260607,-1.4128731,-1.1770959
EIF3E_2094,3646,eif3e,CentralTendencyRelativeChange,,0.1,Model average,1,1,28.87804988,34.71715137,44.02298748,0.0000149,0.00028,1.587265,1.587265,1.1072963,1.091954,1.112526,1.1975406,1.2465451,1.2858568,1.587265
CYP2A6_28673,,cyp2a6,CentralTendencyRelativeChange,,0.1,Model average,1,1,23.43262057,34.53518916,86.41844713,0.00000136,0.0000364,-2.1573534,2.1573534,-1.258326,-1.9699239,-2.0420225,-1.6085869,-1.9784037,-1.21665,-2.1573534
ACAT1_22692,38,acat1,CentralTendencyRelativeChange,,0.1,Model average,1,1,29.1080023,34.47697345,42.60105475,0.0000209,0.000363,1.5237195,1.5237195,1.1300136,1.0215263,1.0909793,1.1374998,1.1374682,1.3073007,1.5237195
SAT1_17598,,sat1,CentralTendencyRelativeChange,,0.1,Model average,1,1,28.88869536,34.25318946,43.15252039,0.000618,0.005676018,-1.5648607,1.5648607,-1.0004476,1.0111406,-1.0253623,-1.1137534,-1.1699139,-1.359092,-1.5648607
RPL4_5948,,rpl4,CentralTendencyRelativeChange,,0.1,Model average,1,1,29.26705037,33.20408727,38.74219646,6.97E-08,0.00000308,1.7089006,1.7089006,1.0726299,1.2022045,1.1643143,1.1177568,1.0895594,1.3347458,1.7089006
RPL19_5921,,rol19,CentralTendencyRelativeChange,,0.1,Model average,1,1,28.87740159,32.94487597,38.60327163,3.91E-09,0.000000237,1.7290721,1.7290721,1.1282767,1.1458337,1.18891,1.1255287,1.2206391,1.2104194,1.7290721
RPLP0_20556,,rplp0,CentralTendencyRelativeChange,,0.1,Model average,1,1,27.74872262,32.92930379,41.61929179,0.0000022,0.000053,1.6482073,1.6482073,1.1535095,1.1969804,1.2008034,1.2389904,1.1817547,1.1662916,1.6482073
RPS25_5991,,rps25,CentralTendencyRelativeChange,,0.1,Model average,1,1,28.56793066,32.70570898,39.31785692,0.0000425,0.000619,1.5190812,1.5190812,1.1153514,1.102349,1.1354175,1.0047257,1.0928127,1.088692,1.5190812
RPL3_5932,,rpl3,CentralTendencyRelativeChange,,0.1,Model average,1,1,28.42101189,32.59938456,39.27139355,0.00000147,0.0000382,1.6846312,1.6846312,1.1695852,1.2273855,1.2054145,1.070764,1.1778754,1.123705,1.6846312
RPS6_6014,,rps6,CentralTendencyRelativeChange,,0.1,Model average,1,1,27.5624412,32.55216762,40.50519996,0.00000154,0.0000393,1.6993232,1.6993232,1.1970785,1.295175,1.1728237,1.1611775,1.1280866,1.2502619,1.6993232
UGT1A10_28864,54577,ugt1a7;ugt1a8;ugt1a10;ugt1a3;ugt1a6;ugt1a5;ugt1a4;ugt1a9;ugt1a1,CentralTendencyRelativeChange,,0.1,Model average,1,1,25.64638109,31.31610668,41.21699726,0.00000829,0.000169,1.6684817,1.6684817,-1.2586813,-1.1573131,-1.0755154,-1.2072031,-1.0494174,1.6684817,1.4518471
SSB_23767,,ssb,CentralTendencyRelativeChange,,0.1,Model average,1,1,25.37461988,31.29118921,41.98774198,0.00151831,0.012130834,1.501287,1.501287,1.1018136,1.0464118,1.0702099,1.1525956,1.1489283,1.227242,1.501287
MDM2_23384,4193,mdm2,CentralTendencyRelativeChange,,0.1,Model average,1,1,23.26721106,30.75655323,46.33634343,0.002451368,0.017146123,1.8457605,1.8457605,1.0670974,1.0720168,-1.0362517,1.2609156,1.1517334,1.8457605,1.4901185
RPL28_12205,,rpl28,CentralTendencyRelativeChange,,0.1,Model average,1,1,26.39758296,30.57652388,37.29246796,0.0000245,0.000418,1.6979073,1.6979073,1.0331506,1.1357162,1.1350864,1.1345448,1.127245,1.1463959,1.6979073
RPS3_25124,,rps3,CentralTendencyRelativeChange,,0.1,Model average,1,1,23.87023269,30.40113178,43.1161568,0.0000898,0.001138112,1.6500409,1.6500409,1.2165977,1.1736714,1.2639682,1.2238297,1.311874,1.2632031,1.6500409
CCT6A_22369,,cct6a,CentralTendencyRelativeChange,,0.1,Model average,1,1,26.1469519,30.34254878,36.6810557,0.0000257,0.000433,1.6014,1.6014,1.1062449,1.1193347,1.0860382,1.1067613,1.082056,1.2962611,1.6014
RPL24_5926,,rpl24,CentralTendencyRelativeChange,,0.1,Model average,1,1,26.12695805,30.33647681,38.723259,0.000276,0.002945977,1.6128416,1.6128416,1.1179844,1.1740702,1.1821555,1.1693339,1.1974227,1.0208966,1.6128416
UQCRC1_13094,7384,uqcrc1,CentralTendencyRelativeChange,,0.1,Model average,1,1,26.53713889,29.91356048,34.82733773,3.51E-08,0.00000174,1.5488915,1.5488915,-1.0084758,1.0138237,1.0567023,-1.019938,1.2043449,1.2627431,1.5488915
CYP2A6_1709,,cyp2a6,CentralTendencyRelativeChange,,0.1,Model average,1,1,19.77155336,29.86495497,89.96315616,0.000242,0.002652127,-2.0512419,2.0512419,-1.2548771,-1.8698989,-1.9074527,-1.6635864,-1.7518959,-1.1318572,-2.0512419
CCT5_23696,,cct5,CentralTendencyRelativeChange,,0.1,Model average,1,1,24.76882959,28.64932282,34.17491919,0.00000332,0.0000743,1.6396614,1.6396614,1.0641382,1.0258789,1.1378984,1.0906634,1.1840333,1.2429312,1.6396614
HDAC2_2900,3066,hdac2,CentralTendencyRelativeChange,,0.1,Model average,1,1,22.38765473,28.24045194,39.47077597,0.007840535,0.044204396,1.5541795,1.5541795,1.1134928,1.0685557,1.0415982,1.0943531,1.188492,1.2586763,1.5541795
CCT7_1100,,cct7,CentralTendencyRelativeChange,,0.1,Model average,1,1,22.79707571,28.13356163,40.29565419,0.002086706,0.015508016,1.6175443,1.6175443,1.0475624,1.2420315,1.1159565,1.2415562,1.1888499,1.0493234,1.6175443
MBNL2_4059,10150,mbnl2,CentralTendencyRelativeChange,,0.1,Model average,1,1,23.12324751,27.93807209,36.30100516,0.002793925,0.018798629,1.6063427,1.6063427,-1.0002109,1.0767169,-1.0183145,1.0388813,-1.013186,1.5046152,1.6063427
RPS18_5982,,rps18,CentralTendencyRelativeChange,,0.1,Model average,1,1,23.25524269,27.81475298,35.2551354,0.000375,0.003760578,1.7068492,1.7068492,1.1042219,1.2236291,1.1238618,1.0999331,1.0517328,1.2189941,1.7068492
RPL15_14976,,rpl15,CentralTendencyRelativeChange,,0.1,Model average,1,1,23.22699398,27.8069152,35.44051511,0.002587138,0.017772988,1.711908,1.711908,1.0718864,1.1065528,1.0602903,1.0842893,1.0251061,1.2000424,1.711908
QARS_32281,,qars,CentralTendencyRelativeChange,,0.1,Model average,1,1,20.39021754,27.55427682,45.96143037,0.002170194,0.015840476,1.5134908,1.5134908,1.2775327,1.0613011,1.2171314,1.2695472,1.3028702,1.4181641,1.5134908
SNHG8_6618,100093630,snhg8,CentralTendencyRelativeChange,,0.1,Model average,1,1,24.28605809,27.5445377,33.24987121,0.000601,0.005584881,1.6092186,1.6092186,1.0875504,1.1888919,1.1173705,1.0733066,1.0275642,1.0630687,1.6092186
AKR1C2_28246,1646,akr1c2,CentralTendencyRelativeChange,,0.1,Model average,1,1,22.13456826,27.47640817,39.57460273,0.001560982,0.012329492,1.5255588,1.5255588,-1.293386,-1.1061031,-1.3079896,-1.4049033,-1.2638438,1.0033836,1.5255588
CYP4A11_15140,,cyp4a11,CentralTendencyRelativeChange,,0.1,Model average,1,1,23.91102687,27.13057453,44.43945244,1.48E-09,0.000000101,1.5178216,1.5178216,1.0060728,1.078616,1.0807272,1.1879704,1.3696179,1.5178216,-1.2519275
UGT2B7_21389,7364,ugt2b7,CentralTendencyRelativeChange,,0.1,Model average,1,1,24.10491724,27.11200706,31.08034233,2.24E-09,0.000000141,-1.9449139,1.9449139,-1.1280395,-1.0708255,-1.0277591,-1.3105756,-1.2749898,-1.6625992,-1.9449139
MAP4K4_3985,9448,map4k4,CentralTendencyRelativeChange,,0.1,Model average,1,1,20.98631872,26.9666857,41.55499087,0.007687062,0.043629827,1.6436979,1.6436979,1.2825024,-1.0180792,1.192431,1.2003955,1.1018183,1.1439282,1.6436979
RPL8_5955,,rpl8,CentralTendencyRelativeChange,,0.1,Model average,1,1,22.96246693,26.33353514,31.3233209,0.000000029,0.00000153,1.7720385,1.7720385,1.0599742,1.2155422,1.2091638,1.1019112,1.2826818,1.3453302,1.7720385
TBP_28217,6908,tbp,CentralTendencyRelativeChange,,0.1,Model average,1,1,16.65579175,26.23489396,73.90115683,0.00749018,0.043030123,1.728639,1.728639,1.1993588,1.0973742,1.021047,1.2564442,1.728639,1.5904027,1.3879753
RPL35_21373,,rpl35,CentralTendencyRelativeChange,,0.1,Model average,1,1,22.87984761,26.13651662,30.81058521,5.38E-08,0.00000259,1.8003484,1.8003484,1.1013097,1.1681882,1.219997,1.0934672,1.2858908,1.3874354,1.8003484
C1QBP_10605,,c1qbp,CentralTendencyRelativeChange,,0.1,Model average,1,1,21.06248862,26.07658308,35.01683987,0.0000177,0.000319,1.6019558,1.6019558,-1.0595287,1.1144236,1.154592,1.2395082,1.3376083,1.3804361,1.6019558
RPL32_27803,,rpl32,CentralTendencyRelativeChange,,0.1,Model average,1,1,22.47157271,25.9576608,32.55258796,0.00241591,0.01709048,1.6634841,1.6634841,1.0553207,1.1773788,1.087646,1.0619323,1.1392592,1.0491961,1.6634841
RPL29_12206,,rpl29,CentralTendencyRelativeChange,,0.1,Model average,1,1,22.47536153,25.75117442,30.52174872,0.00000284,0.0000645,1.7470907,1.7470907,1.0440763,1.065474,1.1430476,1.0897287,1.180706,1.2834383,1.7470907
RABGGTB_28610,,rabggtb,CentralTendencyRelativeChange,,0.1,Model average,1,1,20.98585549,25.45967299,32.65299285,0.001060421,0.008932237,1.5010642,1.5010642,1.0530459,1.0510541,-1.0504245,1.0335006,1.0542738,1.3863761,1.5010642
PGM3_5099,5238,pgm3,CentralTendencyRelativeChange,,0.1,Model average,1,1,21.36153264,25.42378093,32.24085803,0.000717,0.006343332,1.5869985,1.5869985,-1.0091807,1.0085791,1.1607147,1.0774872,1.0703549,1.3078071,1.5869985
TMEM97_7217,27346,tmem97,CentralTendencyRelativeChange,,0.1,Model average,1,1,20.63142709,25.39065465,34.10597851,0.000303,0.003138376,-1.8624498,1.8624498,-1.0952526,1.0190073,1.0025231,-1.0363935,-1.1452295,-1.8624498,-1.5393671
PRELID3B_6554,51012,prelid3b;slmo2-atp5e,CentralTendencyRelativeChange,,0.1,Model average,1,1,21.53118994,25.24712377,30.99443828,0.00000209,0.000051,1.6697991,1.6697991,1.2320735,1.1826847,1.1422092,1.1598986,1.0604298,1.4553264,1.6697991
CRELD2_1561,79174,creld2,CentralTendencyRelativeChange,,0.1,Model average,1,1,19.96993417,25.24490866,36.57953173,0.000158,0.001861484,1.6884357,1.6884357,1.2773638,1.2240813,1.2922152,1.2357925,1.2190461,1.2010471,1.6884357
SULT1A1_27920,6817,sult1a1;slx1b-sult1a4;sult1a4;slx1a-sult1a3;sult1a3,CentralTendencyRelativeChange,,0.1,Model average,1,1,18.68335697,25.08745911,38.78799631,0.004225483,0.026986972,1.7476226,1.7476226,1.2786669,1.1326288,1.0866486,1.2598537,1.1188546,1.7476226,1.5238067
EPHX2_18456,2053,ephx2,CentralTendencyRelativeChange,,0.1,Model average,1,1,21.87029452,25.07569155,29.80229813,0.000167,0.001932454,-1.5999726,1.5999726,1.0412368,1.0097206,1.024403,-1.0139457,1.0543557,-1.2184577,-1.5999726
TTR_7397,7276,ttr,CentralTendencyRelativeChange,,0.1,Model average,1,1,19.35148947,24.96756442,41.84964585,1.89E-15,7.71E-13,-2.9267495,2.9267495,1.0325552,-1.0019215,-1.0385201,-1.0102746,-1.311079,-2.3730261,-2.9267495
ATF5_501,22809,atf5,CentralTendencyRelativeChange,,0.1,Model average,1,1,19.97653854,24.89998517,33.69781347,0.000718,0.006343332,1.860941,1.860941,1.0912577,-1.2568662,1.0926104,1.2539757,1.1893682,1.2995024,1.860941
ARRDC4_12510,91947,arrdc4,CentralTendencyRelativeChange,,0.1,Model average,1,1,20.24990606,24.8474322,32.60337138,0.0007,0.006255033,-1.9221913,1.9221913,-1.2024707,-1.1665777,-1.2277653,-1.2145607,-1.3951997,-1.3569618,-1.9221913
ASS1_10887,445,ass1,CentralTendencyRelativeChange,,0.1,Model average,1,1,21.05187292,24.18060926,28.92478441,0.0000337,0.00052,1.727684,1.727684,1.0830293,-1.0668279,-1.0545341,-1.0100276,-1.0311105,1.261169,1.727684
GJB2_2653,2706,gjb2,CentralTendencyRelativeChange,,0.1,Model average,1,1,20.58763613,24.1580334,29.59401344,0.000000115,0.00000427,1.6872346,1.6872346,1.0841482,1.0850515,1.2661735,1.1774893,1.2869836,1.4342363,1.6872346
EIF2S1_2085,1965,eif2s1,CentralTendencyRelativeChange,,0.1,Model average,1,1,20.26804459,24.1422833,30.39998882,0.000557,0.00523435,1.5831374,1.5831374,1.1036768,1.0428672,1.1033511,1.1355375,1.0673757,1.4271933,1.5831374
MAPK3_28956,5595,mapk3,CentralTendencyRelativeChange,,0.1,Model average,1,1,19.95970941,24.03565954,30.70908512,0.000124,0.001529623,1.5729657,1.5729657,1.0463239,1.0138696,-1.0709494,1.154845,1.196811,1.2808088,1.5729657
ETFA_2244,2108,etfa,CentralTendencyRelativeChange,,0.1,Model average,1,1,21.41551699,24.00421963,27.6496497,0.00000003,0.00000153,1.8023977,1.8023977,-1.029259,-1.0515479,1.0215473,1.0565807,1.1603773,1.5218371,1.8023977
EIF4B_2106,,eif4b,CentralTendencyRelativeChange,,0.1,Model average,1,1,21.22361708,23.97325171,28.63247935,0.0000459,0.000658,1.8042741,1.8042741,1.2405565,1.0184464,1.1638548,1.173846,1.1390694,1.0996656,1.8042741
STRBP_13783,55342,strbp,CentralTendencyRelativeChange,,0.1,Model average,1,1,17.32291742,23.87574961,40.98886414,0.005541377,0.033187368,1.5167924,1.5167924,1.0107887,1.2422749,-1.0147979,1.0789195,1.3926892,1.5167924,1.4173436
PPARA_17989,5465,ppara,CentralTendencyRelativeChange,,0.1,Model average,1,1,18.51749664,23.7863982,40.56078363,0.000665,0.00600648,1.702903,1.702903,-1.0089169,-1.0075796,1.0041277,1.1000746,1.3708466,1.702903,1.480449
HSPA5_14023,3309,hspa5,CentralTendencyRelativeChange,,0.1,Model average,1,1,19.95536421,23.77924601,33.28986517,0.008445405,0.046807586,1.8661333,1.8661333,1.2194351,1.0485284,1.1740835,1.1624931,1.1965832,1.0284523,1.8661333
RPL7A_5954,6130,rpl7a,CentralTendencyRelativeChange,,0.1,Model average,1,1,20.32942087,23.74114095,29.01599722,0.00000799,0.000166,1.7155433,1.7155433,1.0525013,1.1923723,1.099875,1.1208296,1.2311201,1.4444139,1.7155433
RPS7_6021,,rps7,CentralTendencyRelativeChange,,0.1,Model average,1,1,19.55590546,23.72154823,30.92489412,0.0000533,0.000751,1.9239494,1.9239494,1.1430544,1.3055596,1.1843369,1.2449187,1.2520484,1.2622516,1.9239494
PDLIM1_5041,9124,pdlim1,CentralTendencyRelativeChange,,0.1,Model average,1,1,20.41290597,23.60496587,29.95408353,0.00078,0.006781215,1.6528945,1.6528945,1.2309399,1.1711448,1.1077286,1.0594982,1.150286,1.0730352,1.6528945
PSMA4_10918,5685,psma4,CentralTendencyRelativeChange,,0.1,Model average,1,1,21.49201957,23.42575165,28.29519001,0.004923188,0.030562437,1.5447187,1.5447187,-1.0269469,1.1000509,-1.0178958,-1.0187945,-1.1068664,-1.0669563,1.5447187
RPS13_5977,,rps13,CentralTendencyRelativeChange,,0.1,Model average,1,1,21.94481724,23.42448578,26.46459951,0.000635,0.005763597,1.5711076,1.5711076,1.0229806,1.1403087,1.1131727,1.0629697,1.0929954,-1.0458426,1.5711076
RAN_5725,,ran,CentralTendencyRelativeChange,,0.1,Model average,1,1,21.01827949,23.20588825,27.63142078,0.000929,0.007998206,1.8006198,1.8006198,1.0655621,1.1420588,1.1527976,1.1221982,1.1970096,-1.0047815,1.8006198
APOA1_26063,,apoa1,CentralTendencyRelativeChange,,0.1,Model average,1,1,21.63861574,23.15438023,24.97241137,5.27E-12,4.96E-10,-2.5034049,2.5034049,-1.118686,-1.0153979,1.056374,-1.1206644,-1.0925692,-1.6472161,-2.5034049
DDC_18548,1644,ddc,CentralTendencyRelativeChange,,0.1,Model average,1,1,20.81268132,22.97174934,25.99931938,0.0000199,0.000351,-1.6052356,1.6052356,1.0260732,-1.0265393,-1.0151106,1.079756,1.053908,-1.127464,-1.6052356
RPS5_6011,6193,rps5,CentralTendencyRelativeChange,,0.1,Model average,1,1,19.29818952,22.90532698,28.46146318,0.0000419,0.000617,1.8707564,1.8707564,1.1178966,1.1684362,1.1987263,1.1287221,1.2651912,1.3789403,1.8707564
EEF1B2_14833,,eef1b2,CentralTendencyRelativeChange,,0.1,Model average,1,1,21.26823023,22.55950971,24.54451422,0.00000202,0.00005,1.7900113,1.7900113,1.1724277,1.2410758,1.082305,1.0282103,-1.0245445,1.0994134,1.7900113
FABP1_11582,2168,fabp1,CentralTendencyRelativeChange,,0.1,Model average,1,1,18.29321258,22.48675325,30.02323987,0.005882273,0.034720276,2.153304,2.153304,-1.2587528,1.142139,1.0492982,-1.1325314,1.002258,1.5644615,2.153304
AGL_162,178,agl,CentralTendencyRelativeChange,,0.1,Model average,1,1,14.81637652,22.47729186,67.36966875,0.000204,0.002283342,-2.0039563,2.0039563,-1.0219383,-1.1587564,-1.0737451,-1.2008748,-1.1900395,-2.0039563,-1.3942611
EEF2_2042,1938,eef2,CentralTendencyRelativeChange,,0.1,Model average,1,1,20.02047786,22.06940959,24.8606572,8.01E-12,6.89E-10,2.2111156,2.2111156,1.2305945,1.0944818,1.2341504,1.2106458,1.2772202,1.5684501,2.2111156
RRP1B_6038,23076,rrp1b,CentralTendencyRelativeChange,,0.1,Model average,1,1,13.03057778,22.00067696,117.92615,0.004925421,0.030562437,-2.2269535,2.2269535,-1.423132,1.3194761,-1.521819,-1.1935334,-2.2269535,-1.1172777,1.2367127
ATF4_500,,atf4,CentralTendencyRelativeChange,,0.1,Model average,1,1,21.12399521,21.94040745,23.25946228,0.00000688,0.000146,1.7044792,1.7044792,1.0700741,-1.0444533,1.0139229,-1.0296999,-1.0064267,1.0400969,1.7044792
EIF2S2_2088,8894,eif2s2,CentralTendencyRelativeChange,,0.1,Model average,1,1,18.44335384,21.86640106,27.99356531,0.002479511,0.017172214,1.6339146,1.6339146,-1.0732119,-1.1481364,-1.0305382,-1.054879,1.0763308,1.0680416,1.6339146
RPL9_5956,6133,rpl9,CentralTendencyRelativeChange,,0.1,Model average,1,1,20.8548495,21.80964546,23.48769692,0.000539,0.005095594,1.7178458,1.7178458,1.053916,1.0799809,1.0061892,-1.0553486,1.0258179,-1.0425102,1.7178458
IKBIP_27347,121457,ikbip,CentralTendencyRelativeChange,,0.1,Model average,1,1,17.27099229,21.62908703,29.95919993,0.005496687,0.033162669,1.5982897,1.5982897,-1.0045165,1.2277544,1.148696,1.07968,1.0506105,1.3611451,1.5982897
NME1_27589,654364,nme1-nme2;nme1,CentralTendencyRelativeChange,,0.1,Model average,1,1,18.27607789,21.43154973,26.26979815,0.0000136,0.000261,1.9753393,1.9753393,1.0240874,1.2736833,1.163978,1.2265972,1.1781176,1.2409297,1.9753393
GNPDA1_28283,10007,gnpda1,CentralTendencyRelativeChange,,0.1,Model average,1,1,15.6982311,21.40275136,36.93141557,0.002847204,0.019000729,1.597647,1.597647,1.324262,-1.3493315,1.01513,1.1173254,1.2684668,1.1649575,1.597647
PLP2_5208,5355;4007,plp2;prickle3,CentralTendencyRelativeChange,,0.1,Model average,1,1,17.94423769,21.39773539,28.82267964,0.003828651,0.024939621,1.8315324,1.8315324,1.1057343,1.1821351,1.1380177,1.1767879,1.2763631,1.0709275,1.8315324
DDC_27100,1644,ddc,CentralTendencyRelativeChange,,0.1,Model average,1,1,18.85360159,21.24903357,25.29763158,0.002824004,0.018923141,-1.6586709,1.6586709,1.0856872,-1.0984854,-1.088194,-1.0456961,-1.0598412,-1.0470356,-1.6586709
MRPS17_4291,51373,mrps17,CentralTendencyRelativeChange,,0.1,Model average,1,1,19.5362703,21.14787605,24.88807591,0.00211671,0.015659825,1.5586978,1.5586978,1.0716115,-1.197935,-1.0465487,-1.0639577,1.0451018,-1.1231916,1.5586978
AHCY_174,,ahcy,CentralTendencyRelativeChange,,0.1,Model average,1,1,17.73543382,20.9003344,26.06801116,0.000135,0.001634224,1.6112869,1.6112869,-1.0569475,1.1025429,1.1482754,-1.014121,-1.0015069,1.3725122,1.6112869
DPM2_1947,8818,dpm2,CentralTendencyRelativeChange,,0.1,Model average,1,1,13.94382408,20.76232666,48.8984514,0.001527665,0.012130834,1.9345356,1.9345356,1.09149,1.7907137,-1.0575513,1.1997354,1.0328736,1.9345356,1.4432704
PRSS8_18105,5652,prss8,CentralTendencyRelativeChange,,0.1,Model average,1,1,17.2278918,20.66479203,27.92928125,0.008695944,0.047871609,1.690931,1.690931,1.0792444,1.0245926,1.2166138,1.0316689,1.0873567,1.1096095,1.690931
RPS2_5983,6187,rps2,CentralTendencyRelativeChange,,0.1,Model average,1,1,17.42736526,20.62152979,25.93810244,0.0000321,0.0005,1.8752755,1.8752755,1.073494,1.0368731,1.148346,1.1971259,1.3634716,1.6312333,1.8752755
HERPUD1_2924,9709,herpud1,CentralTendencyRelativeChange,,0.1,Model average,1,1,18.39326418,20.49754739,23.37997648,0.00000245,0.0000573,1.8312757,1.8312757,1.0812113,1.0551251,1.0853237,1.0439173,1.0121554,1.200576,1.8312757
SHB_27848,6461,shb,CentralTendencyRelativeChange,,0.1,Model average,1,1,16.6497531,20.46871434,27.22090066,0.00000464,0.000102,2.1030498,2.1030498,1.2473857,-1.0017679,1.1509883,1.182479,1.0963892,2.1030498,1.6646732
P4HA2_4889,8974,p4ha2,CentralTendencyRelativeChange,,0.1,Model average,1,1,17.23642039,20.4363526,25.42727337,0.0000802,0.001024637,1.6433622,1.6433622,-1.0446024,1.2292364,1.1162598,1.0360699,1.0198821,1.2516028,1.6433622
CCNH_1083,,ccnh,CentralTendencyRelativeChange,,0.1,Model average,1,1,16.61833355,20.35106693,26.98234765,0.000529,0.005030025,1.6389533,1.6389533,-1.1468928,1.2713566,-1.0228714,1.0809643,1.0113678,1.2326779,1.6389533
SLC35B1_6471,10237,slc35b1,CentralTendencyRelativeChange,,0.1,Model average,1,1,15.36865734,20.26264912,31.57321328,0.001511985,0.012130834,1.6887466,1.6887466,1.0451802,1.3692436,1.3227873,1.1249299,1.3314776,1.433397,1.6887466
BAMBI_634,25805,bambi,CentralTendencyRelativeChange,,0.1,Model average,1,1,16.28182041,20.20130602,27.74561455,0.001372028,0.011189222,1.6968739,1.6968739,1.1926537,1.198737,1.0853969,1.1125165,1.0142028,1.6968739,1.6576279
TIMP1_13877,7076,timp1,CentralTendencyRelativeChange,,0.1,Model average,1,1,17.24443029,20.18098533,24.76089634,0.000278,0.002947438,-2.014793,2.014793,-1.0710902,1.2140222,1.1331096,-1.1756608,-1.1246362,-1.4887086,-2.014793
ACSL1_75,2180,acsl1,CentralTendencyRelativeChange,,0.1,Model average,1,1,17.40811639,20.08994512,23.9766594,0.000000515,0.0000159,2.1110308,2.1110308,1.0877956,-1.0789063,1.0876281,1.2182547,1.3528284,1.692967,2.1110308
ABCC2_22,1244,abcc2,CentralTendencyRelativeChange,,0.1,Model average,1,1,16.55078035,20.0868406,26.24433776,0.000134,0.001634224,1.8025324,1.8025324,-1.227969,-1.0728937,-1.3366573,-1.1843816,-1.0774779,1.8025324,1.664726
SPTAN1_6727,6709,sptan1,CentralTendencyRelativeChange,,0.1,Model average,1,1,15.69882745,19.75095152,27.05585027,0.001065313,0.008932237,1.8088144,1.8088144,1.2925177,1.3229744,1.1024456,1.1905124,1.1949501,1.5165854,1.8088144
MRPL19_4268,9801,mrpl19,CentralTendencyRelativeChange,,0.1,Model average,1,1,15.80054449,19.66237549,26.76392675,0.002338961,0.016846698,1.5741806,1.5741806,-1.047696,1.2462723,-1.0331103,-1.0093395,-1.0821744,1.3358928,1.5741806
GHR_2644,2690,ghr,CentralTendencyRelativeChange,,0.1,Model average,1,1,15.52918827,19.6423321,28.03017258,0.000382,0.003806862,1.570549,1.570549,1.4880288,1.2403032,1.3704593,1.570549,1.2713827,-1.3752314,-1.5230136
UGT2A3_15183,79799,ugt2a3,CentralTendencyRelativeChange,,0.1,Model average,1,1,14.78512556,19.62560411,30.91537371,0.00236606,0.016893047,2.2382047,2.2382047,1.0331894,-1.0026702,1.2301,1.2284505,1.1805928,2.2382047,1.6392778
FMO3_14602,2328,fmo3,CentralTendencyRelativeChange,,0.1,Model average,1,1,19.17087742,19.60732162,19.87566069,4.74E-12,4.84E-10,-2.1926017,2.1926017,-1.0165536,1.0558372,1.0354759,1.0554135,1.0318708,-1.0723974,-2.1926017
