Probe.ID,Gene.ID,Gene.Symbol,bmr,bmr_value,adversity_value,model,prior_weight,posterior_weight,bmdl,bmd,bmdu,Adjusted P-Value,Max Fold Change
AASDHPPT_21936,60496,aasdhppt,CentralTendencyRelativeChange,,0.1,Model average,1,1,17.01592823,23.15456505,38.95740009,0.002474718,1.5585778
ABCB1_12,5243,abcb1,CentralTendencyRelativeChange,,0.1,Model average,1,1,10.7780206,12.31897116,14.30856225,1.44E-05,2.1050317
ABCC2_22,1244,abcc2,CentralTendencyRelativeChange,,0.1,Model average,1,1,15.71430925,18.24783574,21.872022,1.50E-05,1.81683
ABCC2_26620,1244,abcc2,CentralTendencyRelativeChange,,0.1,Model average,1,1,15.73396299,18.32003066,22.09616464,3.31E-05,1.7426051
ABCC3_23353,8714,abcc3,CentralTendencyRelativeChange,,0.1,Model average,1,1,5.152713313,7.367641375,13.64684784,0.030250232,2.199068
ABCC5_26,10057,abcc5,CentralTendencyRelativeChange,,0.1,Model average,1,1,22.25810088,40.49204092,207.9889147,0.023717683,-1.9717022
ABHD6_45,57406,abhd6,CentralTendencyRelativeChange,,0.1,Model average,1,1,14.75180882,17.2673959,21.0595288,0.001821272,1.7152094
ACAA1_48,,acaa1,CentralTendencyRelativeChange,,0.1,Model average,1,1,31.85280056,63.12099627,412.9285569,0.008379155,-1.6740043
ACADVL_20681,37,acadvl,CentralTendencyRelativeChange,,0.1,Model average,1,1,25.09007593,30.59209627,39.72237695,0.003105047,1.5160496
ACAT2_56,39,acat2,CentralTendencyRelativeChange,,0.1,Model average,1,1,7.126662413,8.037592653,9.089191443,4.50E-13,-3.1784818
ACOX1_20713,51,acox1,CentralTendencyRelativeChange,,0.1,Model average,1,1,19.21844832,24.1548934,33.6245734,2.37E-05,1.9712943
ACSL1_75,2180,acsl1,CentralTendencyRelativeChange,,0.1,Model average,1,1,22.75051553,28.49237288,38.83543566,1.63E-08,1.9223768
ADH1A_126,124,adh1a,CentralTendencyRelativeChange,,0.1,Model average,1,1,31.27499859,41.72165447,66.89756088,0.044923064,-1.6326864
AFP_158,174,afp,CentralTendencyRelativeChange,,0.1,Model average,1,1,1.788105962,2.477347593,3.544017115,9.62E-04,-2.612181
AHCY_174,,ahcy,CentralTendencyRelativeChange,,0.1,Model average,1,1,18.55441311,20.83984949,23.98367178,1.64E-05,1.6248043
AHSA1_24801,10598,ahsa1,CentralTendencyRelativeChange,,0.1,Model average,1,1,18.55449982,20.85314459,23.97368269,3.27E-05,1.6908796
AKR1C3_203,8644,akr1c3,CentralTendencyRelativeChange,,0.1,Model average,1,1,11.14148367,12.81688672,15.15260333,8.83E-06,2.1298609
ALAS1_28273,211,alas1,CentralTendencyRelativeChange,,0.1,Model average,1,1,13.5086878,15.38175992,17.93141448,1.49E-05,1.8353604
ALDOC_233,230,aldoc,CentralTendencyRelativeChange,,0.1,Model average,1,1,6.658423132,8.505312148,14.55042247,0.014706513,-1.938504
AMDHD2_248,51005,amdhd2,CentralTendencyRelativeChange,,0.1,Model average,1,1,8.618618485,10.87659915,15.42556841,0.039949679,1.9002088
AMY2B_26823,280,amy2b,CentralTendencyRelativeChange,,0.1,Model average,1,1,10.63907019,13.28982093,18.54749029,0.002356893,-2.1271658
AQP9_378,366,aqp9,CentralTendencyRelativeChange,,0.1,Model average,1,1,27.37365239,40.3720701,95.57271529,0.027441936,-1.517528
ARHGAP9_17932,,arhgap9,CentralTendencyRelativeChange,,0.1,Model average,1,1,4.346475795,5.975296602,11.76479317,0.03793689,-2.948403
ARHGEF2_423,9181,arhgef2,CentralTendencyRelativeChange,,0.1,Model average,1,1,7.119237529,8.312932641,9.931456782,3.43E-05,2.5239334
ASF1A_18396,25842,asf1a,CentralTendencyRelativeChange,,0.1,Model average,1,1,14.32543219,17.91501475,25.20473257,0.004500425,1.5199436
ASS1_10887,445,ass1,CentralTendencyRelativeChange,,0.1,Model average,1,1,25.77157444,30.68486081,38.86472353,0.006558278,1.5270631
ATIC_507,471,atic,CentralTendencyRelativeChange,,0.1,Model average,1,1,14.46996565,17.94421957,24.8448828,0.049610599,1.8312411
BHLHE40_689,8553,bhlhe40,CentralTendencyRelativeChange,,0.1,Model average,1,1,10.19942725,12.39238339,16.38027721,0.012784479,-1.6984574
BTN3A2_26908,11118,btn3a2,CentralTendencyRelativeChange,,0.1,Model average,1,1,7.349793178,10.8848106,25.82159675,0.036196912,-2.1074836
C1QBP_10605,,c1qbp,CentralTendencyRelativeChange,,0.1,Model average,1,1,25.98270978,32.14000781,43.43414539,0.026435449,1.5092024
C1S_20607,716,c1s,CentralTendencyRelativeChange,,0.1,Model average,1,1,35.89844304,42.37277982,52.29811317,3.73E-04,-1.5051504
CA2_908,760,ca2,CentralTendencyRelativeChange,,0.1,Model average,1,1,15.73123784,19.46980534,26.85449445,0.025649905,-1.6290281
CAV2_15304,858,cav2,CentralTendencyRelativeChange,,0.1,Model average,1,1,25.96372214,55.11670967,403.6715725,0.01354701,-1.9262788
CCL15_25622,348249,ccl15;ccl15-ccl14,CentralTendencyRelativeChange,,0.1,Model average,1,1,15.68109502,17.34528851,19.53054227,8.09E-07,1.9908366
CCT6A_22369,,cct6a,CentralTendencyRelativeChange,,0.1,Model average,1,1,22.37581234,26.72394651,34.20033237,0.007449056,1.5404094
CD14_18823,929,cd14,CentralTendencyRelativeChange,,0.1,Model average,1,1,13.80425506,16.21827455,20.0506721,3.43E-04,1.8296591
CD320_1116,51293,cd320,CentralTendencyRelativeChange,,0.1,Model average,1,1,12.63315356,15.80767758,22.70270018,0.025231754,1.7249458
CD55_1141,1604,cd55,CentralTendencyRelativeChange,,0.1,Model average,1,1,6.097135303,7.241027818,8.990185329,0.004090713,2.7155287
CDK4_1203,1019,tspan31;cdk4,CentralTendencyRelativeChange,,0.1,Model average,1,1,14.29201004,15.47946222,16.96667706,4.82E-08,2.001441
CENPH_11358,64946,cenph,CentralTendencyRelativeChange,,0.1,Model average,1,1,5.16581657,6.862712749,11.26555983,0.012057149,1.9510833
CHEK1_1288,1111,chek1,CentralTendencyRelativeChange,,0.1,Model average,1,1,6.528662028,8.264426063,11.64982061,0.049119548,1.9530091
CIDEC_20342,63924,cidec,CentralTendencyRelativeChange,,0.1,Model average,1,1,6.373805373,7.16529465,8.2003046,7.73E-06,4.194092
CMSS1_22063,84319,cmss1,CentralTendencyRelativeChange,,0.1,Model average,1,1,5.752565121,6.713788342,8.09600581,2.31E-04,2.796322
CPOX_28209,1371,cpox,CentralTendencyRelativeChange,,0.1,Model average,1,1,16.66255526,19.5020847,23.7619543,0.001821272,-1.5277503
CXCL1_28308,2919,cxcl1,CentralTendencyRelativeChange,,0.1,Model average,1,1,16.70184375,20.80396744,28.61969531,0.033403068,-1.6617905
CYP2B6_14401,1555,cyp2b6;cyp2b7p,CentralTendencyRelativeChange,,0.1,Model average,1,1,15.07853452,21.34803032,41.8391634,0.025423735,2.0885365
CYP2B7P_28166,1556,cyp2b7p,CentralTendencyRelativeChange,,0.1,Model average,1,1,9.223453789,11.55397722,16.04987655,8.30E-04,1.9984524
CYP2E1_1722,1571,cyp2e1,CentralTendencyRelativeChange,,0.1,Model average,1,1,9.383558998,11.26157406,13.33340911,1.55E-10,-2.8937569
CYP3A4_20661,,cyp3a4,CentralTendencyRelativeChange,,0.1,Model average,1,1,2.094161921,2.65289699,3.879739044,2.90E-06,10.530051
CYP3A5_27090,1577,cyp3a5,CentralTendencyRelativeChange,,0.1,Model average,1,1,1.608955973,2.283997515,3.552632043,6.42E-08,6.7761493
CYP4F2_17490,8529,cyp4f2,CentralTendencyRelativeChange,,0.1,Model average,1,1,11.43714748,12.98240341,15.11179556,3.15E-05,-2.6349728
CYP51A1_1742,,cyp51a1,CentralTendencyRelativeChange,,0.1,Model average,1,1,2.956088286,4.405567995,6.453276741,1.93E-12,-2.9586
DDC_18548,1644,ddc,CentralTendencyRelativeChange,,0.1,Model average,1,1,10.74876124,14.18494241,19.73859697,3.52E-07,-1.9020386
DDC_27100,1644,ddc,CentralTendencyRelativeChange,,0.1,Model average,1,1,15.07451254,17.42240469,20.89148483,7.75E-04,-1.8125949
DDIT3_16736,1649,ddit3,CentralTendencyRelativeChange,,0.1,Model average,1,1,5.628689291,6.690435972,8.261963167,0.001264085,3.4958622
DHCR7_17139,,dhcr7,CentralTendencyRelativeChange,,0.1,Model average,1,1,5.725418409,6.871523113,8.779313532,0.018310449,-2.3765047
